MID	START	END	TIME	F1	F2	F3	PAT	T1	T2	T3	T4	T5	Q1c1	Q1c2	Q1c3	Q1c4	Q1c5	Q2s1	Q2s2	Q2s3	Q2s4	Q2s5	Q3s1	Q3s2	Q3s3	Q3s4	Q3s5	Q4s1c1	Q4s1c2	Q4s1c3	Q4s1c4	Q4s1c5	Q4s2c1	Q4s2c2	Q4s2c3	Q4s2c4	Q4s2c5	Q4s3c1	Q4s3c2	Q4s3c3	Q4s3c4	Q4s3c5	Q4s4c1	Q4s4c2	Q4s4c3	Q4s4c4	Q4s4c5	Q4s5c1	Q4s5c2	Q4s5c3	Q4s5c4	Q4s5c5
105	2025/11/02 05:37:58	2025/11/02 05:47:54	596	1	26	1	2	251	193	121	20	226	1	1	1	1	1	2	4	3	4	3	0	2	0	4	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
106	2025/11/03 23:56:02	2025/11/04 00:06:47	645	1	27	1	2	251	193	121	20	226	1	1	1	1	1	3	3	3	4	1	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
107	2025/11/06 14:37:49	2025/11/06 14:50:10	741	1	21	1	2	251	193	121	20	226	1	1	1	1	1	2	5	2	3	3	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
108	2025/11/04 11:23:39	2025/11/04 11:34:16	637	1	22	1	2	251	193	121	20	226	1	1	1	1	1	3	3	2	5	3	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
109	2025/11/02 04:53:03	2025/11/02 05:00:22	439	1	23	1	2	251	193	121	20	226	0	0	1	1	1	0	0	2	5	2	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
110	2025/11/05 21:08:13	2025/11/05 21:20:40	747	1	24	1	2	251	193	121	20	226	1	1	1	1	0	3	2	5	5	0	0	0	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
111	2025/11/06 07:04:01	2025/11/06 07:18:03	842	1	33	2	2	251	193	121	20	226	0	0	1	1	1	0	0	4	4	1	0	0	2	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
112	2025/11/03 20:56:34	2025/11/03 21:01:34	300	1	31	2	2	251	193	121	20	226	0	0	1	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	2025/11/05 23:53:51	2025/11/06 00:04:33	642	1	32	2	2	251	193	121	20	226	1	1	1	1	1	2	2	4	4	2	0	0	5	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0
114	2025/11/02 15:51:11	2025/11/02 16:03:37	746	1	32	2	2	251	193	121	20	226	1	0	1	1	1	5	0	3	4	3	5	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
115	2025/11/03 00:54:25	2025/11/03 01:00:00	335	1	32	2	2	251	193	121	20	226	1	1	1	0	1	3	3	4	0	3	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
116	2025/11/01 10:21:09	2025/11/01 10:25:17	248	1	30	2	2	251	193	121	20	226	0	0	0	1	1	0	0	0	3	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	2025/11/02 04:23:26	2025/11/02 04:38:22	896	1	30	2	2	251	193	121	20	226	0	1	1	1	1	0	4	2	4	2	0	5	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0
118	2025/11/05 00:22:56	2025/11/05 00:37:18	862	1	33	2	2	251	193	121	20	226	1	0	1	0	0	3	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
119	2025/11/02 20:06:36	2025/11/02 20:19:07	751	1	38	2	2	251	193	121	20	226	1	1	0	1	1	4	3	0	5	4	4	0	0	5	5	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
120	2025/11/06 23:07:09	2025/11/06 23:14:37	448	1	36	2	2	251	193	121	20	226	0	1	1	1	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	2025/11/03 06:10:18	2025/11/03 06:21:45	687	1	49	3	2	251	193	121	20	226	0	0	1	1	1	0	0	2	4	2	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
122	2025/11/06 03:01:50	2025/11/06 03:10:15	505	1	49	3	2	251	193	121	20	226	1	1	1	1	0	5	3	3	4	0	5	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0
123	2025/11/04 11:06:10	2025/11/04 11:10:12	242	1	46	3	2	251	193	121	20	226	1	0	1	1	1	3	0	5	5	4	0	0	3	4	5	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0
124	2025/11/01 10:09:38	2025/11/01 10:19:55	617	1	47	3	2	251	193	121	20	226	1	1	1	1	1	2	2	3	4	2	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
125	2025/11/06 11:16:18	2025/11/06 11:20:27	249	1	48	3	2	251	193	121	20	226	0	1	1	0	1	0	5	4	0	3	0	5	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0
126	2025/11/01 19:53:52	2025/11/01 20:07:58	846	1	44	3	2	251	193	121	20	226	1	1	0	1	1	4	3	0	5	2	4	0	0	4	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
127	2025/11/02 23:35:40	2025/11/02 23:41:42	362	1	49	3	2	251	193	121	20	226	1	0	1	1	1	2	0	4	5	4	0	0	2	4	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0
128	2025/11/01 21:14:20	2025/11/01 21:28:16	836	1	41	3	2	251	193	121	20	226	1	0	1	0	1	4	0	2	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
129	2025/11/04 00:04:58	2025/11/04 00:15:42	644	1	47	3	2	251	193	121	20	226	1	1	1	1	0	3	5	4	5	0	0	5	5	4	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0
130	2025/11/03 00:23:06	2025/11/03 00:30:10	424	1	49	3	2	251	193	121	20	226	1	1	1	0	1	4	2	3	0	4	4	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
131	2025/11/02 10:17:55	2025/11/02 10:24:55	420	1	56	4	2	251	193	121	20	226	1	1	1	1	1	3	2	3	3	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
132	2025/11/01 11:54:08	2025/11/01 12:07:07	779	1	54	4	2	251	193	121	20	226	1	1	1	1	1	3	4	5	4	2	0	5	4	4	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0
133	2025/11/05 02:22:40	2025/11/05 02:32:45	605	1	58	4	2	251	193	121	20	226	1	1	1	1	1	4	5	5	3	1	1	5	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0
134	2025/11/01 18:52:23	2025/11/01 19:02:21	598	1	54	4	2	251	193	121	20	226	1	1	1	1	0	5	5	3	3	0	4	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0
135	2025/11/03 15:40:48	2025/11/03 15:47:32	404	1	54	4	2	251	193	121	20	226	0	1	0	1	1	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	2025/11/01 13:30:49	2025/11/01 13:42:10	681	1	57	4	2	251	193	121	20	226	0	1	0	1	1	0	4	0	4	2	0	4	0	4	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0
137	2025/11/01 12:44:52	2025/11/01 12:52:23	451	1	53	4	2	251	193	121	20	226	1	1	1	0	1	2	2	4	0	3	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
138	2025/11/02 17:56:56	2025/11/02 18:05:31	515	1	50	4	2	251	193	121	20	226	1	1	1	1	1	3	4	3	4	2	0	4	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0
139	2025/11/04 20:13:42	2025/11/04 20:28:17	875	1	59	4	2	251	193	121	20	226	1	0	1	0	1	3	0	4	0	3	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
140	2025/11/06 06:34:40	2025/11/06 06:39:48	308	1	57	4	2	251	193	121	20	226	1	1	1	0	1	3	4	3	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
141	2025/11/02 00:23:03	2025/11/02 00:36:39	816	1	61	5	2	251	193	121	20	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	2025/11/02 23:28:03	2025/11/02 23:38:35	632	1	60	5	2	251	193	121	20	226	1	1	1	1	1	2	2	2	3	4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
143	2025/11/06 04:35:02	2025/11/06 04:44:12	550	1	60	5	2	251	193	121	20	226	1	0	0	1	0	3	0	0	4	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
144	2025/11/06 22:01:41	2025/11/06 22:12:37	656	1	62	5	2	251	193	121	20	226	0	0	0	0	1	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
145	2025/11/06 10:53:36	2025/11/06 10:58:35	299	1	60	5	2	251	193	121	20	226	1	1	0	1	1	4	4	0	3	2	4	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
146	2025/11/04 20:20:28	2025/11/04 20:28:07	459	1	61	5	2	251	193	121	20	226	0	1	1	1	1	0	3	5	4	3	0	0	2	4	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0
147	2025/11/05 11:37:25	2025/11/05 11:50:18	773	1	61	5	2	251	193	121	20	226	0	1	1	1	1	0	3	4	3	2	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
148	2025/11/05 16:33:37	2025/11/05 16:42:42	545	1	68	5	2	251	193	121	20	226	1	1	1	1	0	2	4	3	3	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
149	2025/11/04 20:18:34	2025/11/04 20:25:48	434	1	63	5	2	251	193	121	20	226	1	1	1	1	1	4	4	3	4	4	5	5	0	5	5	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
150	2025/11/04 14:09:47	2025/11/04 14:18:52	545	1	61	5	2	251	193	121	20	226	1	0	1	0	1	5	0	3	0	4	1	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
151	2025/11/02 03:50:45	2025/11/02 04:05:14	869	2	26	1	2	251	193	121	20	226	1	1	1	1	1	3	2	3	5	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
152	2025/11/03 06:27:06	2025/11/03 06:33:18	372	2	22	1	2	251	193	121	20	226	1	1	1	1	1	4	3	2	4	1	5	0	0	5	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0
153	2025/11/05 16:33:46	2025/11/05 16:38:24	278	2	21	1	2	251	193	121	20	226	1	1	1	1	1	4	4	4	4	2	4	4	4	4	0	0	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0
154	2025/11/06 21:34:49	2025/11/06 21:42:21	452	2	26	1	2	251	193	121	20	226	0	1	1	1	1	0	5	4	2	3	0	1	5	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
155	2025/11/03 23:02:24	2025/11/03 23:08:22	358	2	24	1	2	251	193	121	20	226	1	0	1	0	1	4	0	4	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
156	2025/11/01 17:32:27	2025/11/01 17:39:10	403	2	27	1	2	251	193	121	20	226	1	0	1	1	1	4	0	2	3	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
157	2025/11/01 18:13:26	2025/11/01 18:21:53	507	2	27	1	2	251	193	121	20	226	1	1	0	1	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	2025/11/07 04:11:34	2025/11/07 04:21:20	586	2	28	1	2	251	193	121	20	226	1	1	1	1	1	2	4	3	3	4	0	4	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1
159	2025/11/06 07:59:57	2025/11/06 08:07:57	480	2	26	1	2	251	193	121	20	226	1	1	1	1	1	2	2	5	4	3	0	0	4	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
160	2025/11/06 11:57:45	2025/11/06 12:09:30	705	2	23	1	2	251	193	121	20	226	1	0	1	1	1	3	0	4	4	3	0	0	5	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0
161	2025/11/06 13:06:35	2025/11/06 13:17:17	642	2	36	2	2	251	193	121	20	226	1	0	1	1	0	4	0	4	3	0	2	0	5	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	2025/11/02 10:17:22	2025/11/02 10:23:33	371	2	34	2	2	251	193	121	20	226	1	1	1	1	0	3	2	4	3	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
163	2025/11/04 11:36:29	2025/11/04 11:45:35	546	2	34	2	2	251	193	121	20	226	0	1	1	1	1	0	3	4	4	2	0	0	1	5	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
164	2025/11/06 19:10:43	2025/11/06 19:23:49	786	2	31	2	2	251	193	121	20	226	1	0	1	1	1	2	0	4	5	4	0	0	4	5	4	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
165	2025/11/03 17:26:30	2025/11/03 17:37:36	666	2	38	2	2	251	193	121	20	226	0	0	1	1	1	0	0	5	4	5	0	0	3	3	5	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1
166	2025/11/04 22:02:56	2025/11/04 22:11:17	501	2	35	2	2	251	193	121	20	226	1	1	0	1	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	2025/11/03 04:51:31	2025/11/03 05:03:53	742	2	35	2	2	251	193	121	20	226	0	1	1	1	1	0	2	4	3	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
168	2025/11/07 03:23:55	2025/11/07 03:38:28	873	2	33	2	2	251	193	121	20	226	1	0	1	0	1	3	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	2025/11/06 20:43:36	2025/11/06 20:58:33	897	2	34	2	2	251	193	121	20	226	1	1	0	1	1	5	2	0	3	4	5	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
170	2025/11/01 10:04:03	2025/11/01 10:18:44	881	2	35	2	2	251	193	121	20	226	1	1	1	0	1	4	4	3	0	1	2	3	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
171	2025/11/03 17:30:40	2025/11/03 17:42:21	701	2	47	3	2	251	193	121	20	226	1	1	1	1	1	2	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	2025/11/07 00:09:24	2025/11/07 00:21:58	754	2	48	3	2	251	193	121	20	226	1	0	1	1	0	3	0	3	4	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
173	2025/11/07 04:49:46	2025/11/07 05:04:35	889	2	46	3	2	251	193	121	20	226	1	1	0	1	0	2	5	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
174	2025/11/06 20:35:18	2025/11/06 20:45:10	592	2	48	3	2	251	193	121	20	226	1	0	0	1	1	3	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	2025/11/02 01:41:35	2025/11/02 01:48:40	425	2	48	3	2	251	193	121	20	226	1	1	1	1	0	2	3	5	4	0	0	0	4	5	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0
176	2025/11/02 07:11:38	2025/11/02 07:25:17	819	2	46	3	2	251	193	121	20	226	1	0	0	1	1	4	0	0	2	2	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
177	2025/11/02 00:50:59	2025/11/02 00:57:58	419	2	44	3	2	251	193	121	20	226	1	1	1	0	0	3	4	5	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0
178	2025/11/02 06:38:46	2025/11/02 06:49:00	614	2	46	3	2	251	193	121	20	226	1	0	1	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	2025/11/02 19:47:22	2025/11/02 20:01:50	868	2	48	3	2	251	193	121	20	226	1	0	1	1	1	3	0	2	3	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
180	2025/11/04 12:25:21	2025/11/04 12:35:30	609	2	44	3	2	251	193	121	20	226	1	0	0	1	1	4	0	0	5	5	4	0	0	5	4	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
181	2025/11/02 18:29:41	2025/11/02 18:34:59	318	2	51	4	2	251	193	121	20	226	1	1	1	1	1	4	2	3	4	4	5	0	0	4	4	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
182	2025/11/02 16:32:37	2025/11/02 16:44:16	699	2	54	4	2	251	193	121	20	226	1	1	1	1	1	4	4	4	4	1	4	5	4	4	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
183	2025/11/03 22:15:59	2025/11/03 22:26:18	619	2	51	4	2	251	193	121	20	226	0	1	1	0	1	0	4	3	0	4	0	2	0	0	4	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
184	2025/11/04 12:41:44	2025/11/04 12:45:51	247	2	52	4	2	251	193	121	20	226	1	1	1	1	1	1	2	4	4	5	0	0	5	2	5	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1
185	2025/11/04 11:01:58	2025/11/04 11:12:48	650	2	52	4	2	251	193	121	20	226	0	0	1	1	1	0	0	2	5	4	0	0	0	5	4	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
186	2025/11/02 10:31:32	2025/11/02 10:46:27	895	2	55	4	2	251	193	121	20	226	1	1	0	0	1	2	4	0	0	5	0	5	0	0	5	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1
187	2025/11/05 15:28:20	2025/11/05 15:33:30	310	2	50	4	2	251	193	121	20	226	0	1	1	1	1	0	2	5	4	5	0	0	4	4	5	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0
188	2025/11/06 19:33:56	2025/11/06 19:47:56	840	2	53	4	2	251	193	121	20	226	0	1	1	1	0	0	4	5	4	0	0	5	4	4	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0
189	2025/11/02 18:22:50	2025/11/02 18:30:17	447	2	59	4	2	251	193	121	20	226	0	0	1	1	1	0	0	3	5	5	0	0	0	4	3	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
190	2025/11/03 18:56:43	2025/11/03 19:04:30	467	2	59	4	2	251	193	121	20	226	0	1	1	1	0	0	4	4	5	0	0	4	4	5	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0
191	2025/11/04 02:38:31	2025/11/04 02:45:35	424	2	68	5	2	251	193	121	20	226	1	0	1	0	1	2	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
192	2025/11/02 04:35:01	2025/11/02 04:49:46	885	2	69	5	2	251	193	121	20	226	1	1	1	1	1	2	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	2025/11/05 04:43:49	2025/11/05 04:49:27	338	2	69	5	2	251	193	121	20	226	1	1	1	1	0	2	3	4	5	0	0	0	1	5	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
194	2025/11/02 06:05:42	2025/11/02 06:12:33	411	2	60	5	2	251	193	121	20	226	1	0	1	1	1	4	0	4	3	2	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0
195	2025/11/02 21:38:55	2025/11/02 21:44:16	321	2	68	5	2	251	193	121	20	226	1	1	1	0	1	4	5	4	0	1	5	5	4	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
196	2025/11/04 15:32:22	2025/11/04 15:39:23	421	2	60	5	2	251	193	121	20	226	1	1	1	0	1	3	3	3	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
197	2025/11/05 23:26:04	2025/11/05 23:32:23	379	2	69	5	2	251	193	121	20	226	1	1	1	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	2025/11/03 23:41:12	2025/11/03 23:50:11	539	2	61	5	2	251	193	121	20	226	1	0	1	1	0	3	0	4	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
199	2025/11/05 14:03:36	2025/11/05 14:12:14	518	2	62	5	2	251	193	121	20	226	1	0	1	1	0	2	0	4	4	0	0	0	5	5	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0
200	2025/11/02 06:56:41	2025/11/02 07:00:56	255	2	64	5	2	251	193	121	20	226	1	1	1	1	0	2	4	3	5	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0
201	2025/11/05 20:25:24	2025/11/05 20:29:58	274	1	22	1	3	25	296	104	221	206	1	0	1	0	1	2	0	5	0	4	0	0	5	0	4	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
202	2025/11/04 22:09:09	2025/11/04 22:15:11	362	1	25	1	3	25	296	104	221	206	1	1	0	0	0	4	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	2025/11/01 17:44:44	2025/11/01 17:49:45	301	1	20	1	3	25	296	104	221	206	1	1	1	1	1	3	2	4	3	3	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
204	2025/11/05 15:54:35	2025/11/05 16:06:03	688	1	28	1	3	25	296	104	221	206	1	0	1	0	1	3	0	4	0	4	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
205	2025/11/03 07:42:16	2025/11/03 07:47:20	304	1	29	1	3	25	296	104	221	206	0	0	1	1	1	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	2025/11/03 07:58:55	2025/11/03 08:09:54	659	1	29	1	3	25	296	104	221	206	0	1	1	1	0	0	4	4	3	0	0	5	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
207	2025/11/01 20:38:40	2025/11/01 20:50:39	719	1	26	1	3	25	296	104	221	206	0	1	1	0	1	0	4	2	0	4	0	2	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
208	2025/11/02 11:03:14	2025/11/02 11:16:45	811	1	21	1	3	25	296	104	221	206	0	0	1	0	1	0	0	2	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
209	2025/11/04 01:31:05	2025/11/04 01:41:05	600	1	24	1	3	25	296	104	221	206	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	2025/11/03 08:06:21	2025/11/03 08:20:44	863	1	21	1	3	25	296	104	221	206	1	0	1	1	0	2	0	2	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
