MID	START	END	TIME	F1	F2t1	F3	PATt1	T1t1	T2t1	T3t1	T4t1	T5t1	Q1c1	Q1c2	Q1c3	Q1c4	Q1c5	Q2s1	Q2s2	Q2s3	Q2s4	Q2s5	Q3s1	Q3s2	Q3s3	Q3s4	Q3s5	Q4s1c1	Q4s1c2	Q4s1c3	Q4s1c4	Q4s1c5	Q4s2c1	Q4s2c2	Q4s2c3	Q4s2c4	Q4s2c5	Q4s3c1	Q4s3c2	Q4s3c3	Q4s3c4	Q4s3c5	Q4s4c1	Q4s4c2	Q4s4c3	Q4s4c4	Q4s4c5	Q4s5c1	Q4s5c2	Q4s5c3	Q4s5c4	Q4s5c5	STA	ê´ï 	îNóÓ
95	2025/11/02-20:25:10	2025/11/02-20:33:01	0:7:51	2	60	5	1	107	240	38	90	33	1	0	1	0	1	4	0	5	0	4	5	0	5	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	COMP	2	60
96	2025/11/05-08:50:38	2025/11/05-08:55:11	0:4:33	2	60	5	1	107	240	38	90	33	1	0	1	1	1	4	0	2	4	3	5	0	0	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	COMP	2	60
97	2025/11/01-20:04:15	2025/11/01-20:14:03	0:9:48	2	67	5	1	107	240	38	90	33	1	1	1	0	1	2	1	3	0	4	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	COMP	2	67
98	2025/11/02-20:53:30	2025/11/02-20:58:45	0:5:15	2	62	5	1	107	240	38	90	33	1	1	1	1	1	3	3	5	3	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	COMP	2	62
99	2025/11/01-22:33:12	2025/11/01-22:47:23	0:14:11	2	60	5	1	107	240	38	90	33	1	1	1	1	1	4	5	5	5	2	4	4	5	4	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	COMP	2	60
100	2025/11/03-07:42:00	2025/11/03-07:56:17	0:14:17	2	60	5	1	107	240	38	90	33	0	1	1	0	0	0	2	5	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	COMP	2	60
101	2025/11/04-19:07:00	2025/11/04-19:14:24	0:7:24	1	23	1	2	251	193	121	20	226	1	1	1	1	0	2	4	3	4	0	0	5	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	COMP	1	23
102	2025/11/04-10:46:50	2025/11/04-10:57:58	0:11:8	1	21	1	2	251	193	121	20	226	1	0	1	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	21
103	2025/11/03-12:42:06	2025/11/03-12:48:56	0:6:50	1	27	1	2	251	193	121	20	226	1	1	0	1	1	2	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	27
104	2025/11/02-22:40:53	2025/11/02-22:48:40	0:7:47	1	21	1	2	251	193	121	20	226	1	1	1	1	1	3	2	4	3	2	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	COMP	1	21
105	2025/11/02-05:37:58	2025/11/02-05:47:54	0:9:56	1	26	1	2	251	193	121	20	226	1	1	1	1	1	2	4	3	4	3	0	2	0	4	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	COMP	1	26
106	2025/11/03-23:56:02	2025/11/04-00:06:47	0:10:45	1	27	1	2	251	193	121	20	226	1	1	1	1	1	3	3	3	4	1	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	COMP	1	27
107	2025/11/06-14:37:49	2025/11/06-14:50:10	0:12:21	1	21	1	2	251	193	121	20	226	1	1	1	1	1	2	5	2	3	3	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	COMP	1	21
108	2025/11/04-11:23:39	2025/11/04-11:34:16	0:10:37	1	22	1	2	251	193	121	20	226	1	1	1	1	1	3	3	2	5	3	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	COMP	1	22
109	2025/11/02-04:53:03	2025/11/02-05:00:22	0:7:19	1	23	1	2	251	193	121	20	226	0	0	1	1	1	0	0	2	5	2	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	COMP	1	23
110	2025/11/05-21:08:13	2025/11/05-21:20:40	0:12:27	1	24	1	2	251	193	121	20	226	1	1	1	1	0	3	2	5	5	0	0	0	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	COMP	1	24
111	2025/11/06-07:04:01	2025/11/06-07:18:03	0:14:2	1	33	2	2	251	193	121	20	226	0	0	1	1	1	0	0	4	4	1	0	0	2	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	COMP	1	33
112	2025/11/03-20:56:34	2025/11/03-21:01:34	0:5:0	1	31	2	2	251	193	121	20	226	0	0	1	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	31
113	2025/11/05-23:53:51	2025/11/06-00:04:33	0:10:42	1	32	2	2	251	193	121	20	226	1	1	1	1	1	2	2	4	4	2	0	0	5	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	COMP	1	32
114	2025/11/02-15:51:11	2025/11/02-16:03:37	0:12:26	1	32	2	2	251	193	121	20	226	1	0	1	1	1	5	0	3	4	3	5	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	COMP	1	32
115	2025/11/03-00:54:25	2025/11/03-01:00:00	0:5:35	1	32	2	2	251	193	121	20	226	1	1	1	0	1	3	3	4	0	3	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	COMP	1	32
116	2025/11/01-10:21:09	2025/11/01-10:25:17	0:4:8	1	30	2	2	251	193	121	20	226	0	0	0	1	1	0	0	0	3	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	30
117	2025/11/02-04:23:26	2025/11/02-04:38:22	0:14:56	1	30	2	2	251	193	121	20	226	0	1	1	1	1	0	4	2	4	2	0	5	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	COMP	1	30
118	2025/11/05-00:22:56	2025/11/05-00:37:18	0:14:22	1	33	2	2	251	193	121	20	226	1	0	1	0	0	3	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	COMP	1	33
119	2025/11/02-20:06:36	2025/11/02-20:19:07	0:12:31	1	38	2	2	251	193	121	20	226	1	1	0	1	1	4	3	0	5	4	4	0	0	5	5	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	COMP	1	38
120	2025/11/06-23:07:09	2025/11/06-23:14:37	0:7:28	1	36	2	2	251	193	121	20	226	0	1	1	1	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	36
121	2025/11/03-06:10:18	2025/11/03-06:21:45	0:11:27	1	49	3	2	251	193	121	20	226	0	0	1	1	1	0	0	2	4	2	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	COMP	1	49
122	2025/11/06-03:01:50	2025/11/06-03:10:15	0:8:25	1	49	3	2	251	193	121	20	226	1	1	1	1	0	5	3	3	4	0	5	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	COMP	1	49
123	2025/11/04-11:06:10	2025/11/04-11:10:12	0:4:2	1	46	3	2	251	193	121	20	226	1	0	1	1	1	3	0	5	5	4	0	0	3	4	5	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	COMP	1	46
124	2025/11/01-10:09:38	2025/11/01-10:19:55	0:10:17	1	47	3	2	251	193	121	20	226	1	1	1	1	1	2	2	3	4	2	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	COMP	1	47
125	2025/11/06-11:16:18	2025/11/06-11:20:27	0:4:9	1	48	3	2	251	193	121	20	226	0	1	1	0	1	0	5	4	0	3	0	5	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	COMP	1	48
126	2025/11/01-19:53:52	2025/11/01-20:07:58	0:14:6	1	44	3	2	251	193	121	20	226	1	1	0	1	1	4	3	0	5	2	4	0	0	4	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	COMP	1	44
127	2025/11/02-23:35:40	2025/11/02-23:41:42	0:6:2	1	49	3	2	251	193	121	20	226	1	0	1	1	1	2	0	4	5	4	0	0	2	4	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	COMP	1	49
128	2025/11/01-21:14:20	2025/11/01-21:28:16	0:13:56	1	41	3	2	251	193	121	20	226	1	0	1	0	1	4	0	2	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	COMP	1	41
129	2025/11/04-00:04:58	2025/11/04-00:15:42	0:10:44	1	47	3	2	251	193	121	20	226	1	1	1	1	0	3	5	4	5	0	0	5	5	4	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	COMP	1	47
130	2025/11/03-00:23:06	2025/11/03-00:30:10	0:7:4	1	49	3	2	251	193	121	20	226	1	1	1	0	1	4	2	3	0	4	4	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	COMP	1	49
131	2025/11/02-10:17:55	2025/11/02-10:24:55	0:7:0	1	56	4	2	251	193	121	20	226	1	1	1	1	1	3	2	3	3	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	COMP	1	56
132	2025/11/01-11:54:08	2025/11/01-12:07:07	0:12:59	1	54	4	2	251	193	121	20	226	1	1	1	1	1	3	4	5	4	2	0	5	4	4	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	COMP	1	54
133	2025/11/05-02:22:40	2025/11/05-02:32:45	0:10:5	1	58	4	2	251	193	121	20	226	1	1	1	1	1	4	5	5	3	1	1	5	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	COMP	1	58
134	2025/11/01-18:52:23	2025/11/01-19:02:21	0:9:58	1	54	4	2	251	193	121	20	226	1	1	1	1	0	5	5	3	3	0	4	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	COMP	1	54
135	2025/11/03-15:40:48	2025/11/03-15:47:32	0:6:44	1	54	4	2	251	193	121	20	226	0	1	0	1	1	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	54
136	2025/11/01-13:30:49	2025/11/01-13:42:10	0:11:21	1	57	4	2	251	193	121	20	226	0	1	0	1	1	0	4	0	4	2	0	4	0	4	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	COMP	1	57
137	2025/11/01-12:44:52	2025/11/01-12:52:23	0:7:31	1	53	4	2	251	193	121	20	226	1	1	1	0	1	2	2	4	0	3	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	COMP	1	53
138	2025/11/02-17:56:56	2025/11/02-18:05:31	0:8:35	1	50	4	2	251	193	121	20	226	1	1	1	1	1	3	4	3	4	2	0	4	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	COMP	1	50
139	2025/11/04-20:13:42	2025/11/04-20:28:17	0:14:35	1	59	4	2	251	193	121	20	226	1	0	1	0	1	3	0	4	0	3	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	COMP	1	59
140	2025/11/06-06:34:40	2025/11/06-06:39:48	0:5:8	1	57	4	2	251	193	121	20	226	1	1	1	0	1	3	4	3	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	1	57
141	2025/11/02-00:23:03	2025/11/02-00:36:39	0:13:36	1	61	5	2	251	193	121	20	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	61
142	2025/11/02-23:28:03	2025/11/02-23:38:35	0:10:32	1	60	5	2	251	193	121	20	226	1	1	1	1	1	2	2	2	3	4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	COMP	1	60
143	2025/11/06-04:35:02	2025/11/06-04:44:12	0:9:10	1	60	5	2	251	193	121	20	226	1	0	0	1	0	3	0	0	4	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	COMP	1	60
144	2025/11/06-22:01:41	2025/11/06-22:12:37	0:10:56	1	62	5	2	251	193	121	20	226	0	0	0	0	1	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	COMP	1	62
145	2025/11/06-10:53:36	2025/11/06-10:58:35	0:4:59	1	60	5	2	251	193	121	20	226	1	1	0	1	1	4	4	0	3	2	4	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	COMP	1	60
146	2025/11/04-20:20:28	2025/11/04-20:28:07	0:7:39	1	61	5	2	251	193	121	20	226	0	1	1	1	1	0	3	5	4	3	0	0	2	4	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	COMP	1	61
147	2025/11/05-11:37:25	2025/11/05-11:50:18	0:12:53	1	61	5	2	251	193	121	20	226	0	1	1	1	1	0	3	4	3	2	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	COMP	1	61
148	2025/11/05-16:33:37	2025/11/05-16:42:42	0:9:5	1	68	5	2	251	193	121	20	226	1	1	1	1	0	2	4	3	3	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	1	68
149	2025/11/04-20:18:34	2025/11/04-20:25:48	0:7:14	1	63	5	2	251	193	121	20	226	1	1	1	1	1	4	4	3	4	4	5	5	0	5	5	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	COMP	1	63
150	2025/11/04-14:09:47	2025/11/04-14:18:52	0:9:5	1	61	5	2	251	193	121	20	226	1	0	1	0	1	5	0	3	0	4	1	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	COMP	1	61
151	2025/11/02-03:50:45	2025/11/02-04:05:14	0:14:29	2	26	1	2	251	193	121	20	226	1	1	1	1	1	3	2	3	5	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	COMP	2	26
152	2025/11/03-06:27:06	2025/11/03-06:33:18	0:6:12	2	22	1	2	251	193	121	20	226	1	1	1	1	1	4	3	2	4	1	5	0	0	5	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	COMP	2	22
153	2025/11/05-16:33:46	2025/11/05-16:38:24	0:4:38	2	21	1	2	251	193	121	20	226	1	1	1	1	1	4	4	4	4	2	4	4	4	4	0	0	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	COMP	2	21
154	2025/11/06-21:34:49	2025/11/06-21:42:21	0:7:32	2	26	1	2	251	193	121	20	226	0	1	1	1	1	0	5	4	2	3	0	1	5	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	2	26
155	2025/11/03-23:02:24	2025/11/03-23:08:22	0:5:58	2	24	1	2	251	193	121	20	226	1	0	1	0	1	4	0	4	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	2	24
156	2025/11/01-17:32:27	2025/11/01-17:39:10	0:6:43	2	27	1	2	251	193	121	20	226	1	0	1	1	1	4	0	2	3	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	2	27
157	2025/11/01-18:13:26	2025/11/01-18:21:53	0:8:27	2	27	1	2	251	193	121	20	226	1	1	0	1	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	27
158	2025/11/07-04:11:34	2025/11/07-04:21:20	0:9:46	2	28	1	2	251	193	121	20	226	1	1	1	1	1	2	4	3	3	4	0	4	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	COMP	2	28
159	2025/11/06-07:59:57	2025/11/06-08:07:57	0:8:0	2	26	1	2	251	193	121	20	226	1	1	1	1	1	2	2	5	4	3	0	0	4	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	COMP	2	26
160	2025/11/06-11:57:45	2025/11/06-12:09:30	0:11:45	2	23	1	2	251	193	121	20	226	1	0	1	1	1	3	0	4	4	3	0	0	5	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	COMP	2	23
161	2025/11/06-13:06:35	2025/11/06-13:17:17	0:10:42	2	36	2	2	251	193	121	20	226	1	0	1	1	0	4	0	4	3	0	2	0	5	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	36
162	2025/11/02-10:17:22	2025/11/02-10:23:33	0:6:11	2	34	2	2	251	193	121	20	226	1	1	1	1	0	3	2	4	3	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	COMP	2	34
163	2025/11/04-11:36:29	2025/11/04-11:45:35	0:9:6	2	34	2	2	251	193	121	20	226	0	1	1	1	1	0	3	4	4	2	0	0	1	5	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	COMP	2	34
164	2025/11/06-19:10:43	2025/11/06-19:23:49	0:13:6	2	31	2	2	251	193	121	20	226	1	0	1	1	1	2	0	4	5	4	0	0	4	5	4	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	COMP	2	31
165	2025/11/03-17:26:30	2025/11/03-17:37:36	0:11:6	2	38	2	2	251	193	121	20	226	0	0	1	1	1	0	0	5	4	5	0	0	3	3	5	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	COMP	2	38
166	2025/11/04-22:02:56	2025/11/04-22:11:17	0:8:21	2	35	2	2	251	193	121	20	226	1	1	0	1	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	35
167	2025/11/03-04:51:31	2025/11/03-05:03:53	0:12:22	2	35	2	2	251	193	121	20	226	0	1	1	1	1	0	2	4	3	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	COMP	2	35
168	2025/11/07-03:23:55	2025/11/07-03:38:28	0:14:33	2	33	2	2	251	193	121	20	226	1	0	1	0	1	3	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	33
169	2025/11/06-20:43:36	2025/11/06-20:58:33	0:14:57	2	34	2	2	251	193	121	20	226	1	1	0	1	1	5	2	0	3	4	5	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	COMP	2	34
170	2025/11/01-10:04:03	2025/11/01-10:18:44	0:14:41	2	35	2	2	251	193	121	20	226	1	1	1	0	1	4	4	3	0	1	2	3	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	COMP	2	35
171	2025/11/03-17:30:40	2025/11/03-17:42:21	0:11:41	2	47	3	2	251	193	121	20	226	1	1	1	1	1	2	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	47
172	2025/11/07-00:09:24	2025/11/07-00:21:58	0:12:34	2	48	3	2	251	193	121	20	226	1	0	1	1	0	3	0	3	4	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	COMP	2	48
173	2025/11/07-04:49:46	2025/11/07-05:04:35	0:14:49	2	46	3	2	251	193	121	20	226	1	1	0	1	0	2	5	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	COMP	2	46
174	2025/11/06-20:35:18	2025/11/06-20:45:10	0:9:52	2	48	3	2	251	193	121	20	226	1	0	0	1	1	3	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	48
175	2025/11/02-01:41:35	2025/11/02-01:48:40	0:7:5	2	48	3	2	251	193	121	20	226	1	1	1	1	0	2	3	5	4	0	0	0	4	5	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	COMP	2	48
176	2025/11/02-07:11:38	2025/11/02-07:25:17	0:13:39	2	46	3	2	251	193	121	20	226	1	0	0	1	1	4	0	0	2	2	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	2	46
177	2025/11/02-00:50:59	2025/11/02-00:57:58	0:6:59	2	44	3	2	251	193	121	20	226	1	1	1	0	0	3	4	5	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	COMP	2	44
178	2025/11/02-06:38:46	2025/11/02-06:49:00	0:10:14	2	46	3	2	251	193	121	20	226	1	0	1	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	46
179	2025/11/02-19:47:22	2025/11/02-20:01:50	0:14:28	2	48	3	2	251	193	121	20	226	1	0	1	1	1	3	0	2	3	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	COMP	2	48
180	2025/11/04-12:25:21	2025/11/04-12:35:30	0:10:9	2	44	3	2	251	193	121	20	226	1	0	0	1	1	4	0	0	5	5	4	0	0	5	4	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	COMP	2	44
181	2025/11/02-18:29:41	2025/11/02-18:34:59	0:5:18	2	51	4	2	251	193	121	20	226	1	1	1	1	1	4	2	3	4	4	5	0	0	4	4	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	COMP	2	51
182	2025/11/02-16:32:37	2025/11/02-16:44:16	0:11:39	2	54	4	2	251	193	121	20	226	1	1	1	1	1	4	4	4	4	1	4	5	4	4	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	COMP	2	54
183	2025/11/03-22:15:59	2025/11/03-22:26:18	0:10:19	2	51	4	2	251	193	121	20	226	0	1	1	0	1	0	4	3	0	4	0	2	0	0	4	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	COMP	2	51
184	2025/11/04-12:41:44	2025/11/04-12:45:51	0:4:7	2	52	4	2	251	193	121	20	226	1	1	1	1	1	1	2	4	4	5	0	0	5	2	5	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	COMP	2	52
185	2025/11/04-11:01:58	2025/11/04-11:12:48	0:10:50	2	52	4	2	251	193	121	20	226	0	0	1	1	1	0	0	2	5	4	0	0	0	5	4	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	COMP	2	52
186	2025/11/02-10:31:32	2025/11/02-10:46:27	0:14:55	2	55	4	2	251	193	121	20	226	1	1	0	0	1	2	4	0	0	5	0	5	0	0	5	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	COMP	2	55
187	2025/11/05-15:28:20	2025/11/05-15:33:30	0:5:10	2	50	4	2	251	193	121	20	226	0	1	1	1	1	0	2	5	4	5	0	0	4	4	5	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	COMP	2	50
188	2025/11/06-19:33:56	2025/11/06-19:47:56	0:14:0	2	53	4	2	251	193	121	20	226	0	1	1	1	0	0	4	5	4	0	0	5	4	4	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	COMP	2	53
189	2025/11/02-18:22:50	2025/11/02-18:30:17	0:7:27	2	59	4	2	251	193	121	20	226	0	0	1	1	1	0	0	3	5	5	0	0	0	4	3	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	COMP	2	59
190	2025/11/03-18:56:43	2025/11/03-19:04:30	0:7:47	2	59	4	2	251	193	121	20	226	0	1	1	1	0	0	4	4	5	0	0	4	4	5	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0	COMP	2	59
191	2025/11/04-02:38:31	2025/11/04-02:45:35	0:7:4	2	68	5	2	251	193	121	20	226	1	0	1	0	1	2	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	COMP	2	68
